clsprty,stfeco,gndr,agea,edulvlb,
2,4,2,26,313,
1,6,2,46,520,
2,5,1,60,213,
1,5,1,80,0,
2,3,1,45,422,
2,6,1,17,213,
2,6,2,55,520,
1,5,2,66,422,
1,6,2,42,213,
2,3,1,37,321,
1,8,1,62,720,
1,4,2,55,222,
1,3,2,39,321,
2,5,2,57,113,
2,6,2,68,620,
1,6,2,44,720,
2,6,2,19,313,
2,8,1,89,520,
1,5,2,88,113,
1,5,2,48,113,
1,7,2,36,520,
1,5,2,64,520,
2,0,2,68,113,
2,6,1,65,421,
2,88,2,19,321,
2,5,2,48,720,
2,2,1,37,321,
2,7,1,72,113,
2,3,2,46,720,
1,8,1,41,720,
1,7,1,70,620,
2,0,2,44,620,
1,5,2,64,423,
2,5,1,20,229,
1,5,2,77,113,
1,4,2,41,620,
1,5,1,64,213,
2,4,2,71,213,
1,7,1,34,720,
2,9,1,40,620,
2,4,2,40,620,
1,8,1,74,113,
2,7,1,52,720,
2,4,2,42,213,
2,5,2,36,0,
2,6,1,72,422,
2,6,2,24,720,
1,7,2,51,321,
2,5,1,32,520,
2,88,2,71,321,
2,5,1,71,0,
1,5,1,81,113,
2,6,2,39,620,
1,3,1,42,313,
2,0,2,34,321,
2,4,1,56,113,
2,8,1,51,620,
1,7,1,48,520,
2,6,2,69,213,
2,3,2,63,423,
2,2,2,28,422,
2,7,1,19,520,
1,7,2,40,520,
2,6,2,44,720,
2,3,2,18,313,
2,4,1,26,313,
1,0,1,67,421,
2,6,2,30,520,
2,3,1,64,520,
2,7,2,63,213,
1,8,1,40,620,
2,3,2,29,422,
2,10,1,45,313,
1,4,2,61,213,
2,8,1,41,620,
1,8,2,75,423,
2,8,2,62,422,
2,0,1,46,520,
2,3,1,78,113,
2,4,2,46,213,
2,8,1,39,229,
2,3,2,56,113,
1,3,1,52,313,
2,1,2,71,213,
1,2,2,39,620,
2,9,1,999,113,
1,8,1,80,313,
2,6,2,68,222,
2,7,1,40,213,
2,7,1,79,0,
1,7,2,53,620,
1,4,1,39,213,
2,4,1,69,520,
2,88,1,16,213,
1,0,2,37,313,
1,88,2,76,213,
1,1,1,48,421,
1,3,2,69,422,
1,8,1,42,720,
2,9,1,52,313,
1,1,1,29,113,
2,4,1,23,313,
2,2,1,66,313,
2,7,1,37,421,
2,6,1,54,720,
2,5,1,29,321,
2,7,2,17,213,
1,4,2,46,423,
2,8,2,78,213,
1,8,2,59,520,
2,3,1,53,213,
1,6,1,48,313,
2,7,1,53,213,
2,7,1,74,113,
2,8,1,33,313,
2,2,1,56,213,
2,5,1,35,421,
2,5,1,44,520,
1,7,2,76,113,
1,3,1,70,0,
1,8,1,89,113,
2,8,1,53,321,
1,4,2,58,620,
2,7,1,58,229,
2,8,1,17,213,
2,6,2,42,620,
1,0,2,65,313,
1,6,1,71,0,
2,8,2,34,229,
2,5,2,22,113,
2,6,2,40,720,
1,7,1,66,720,
2,10,2,38,321,
2,0,2,62,113,
1,7,1,36,620,
1,0,2,30,520,
2,5,1,999,720,
1,5,2,59,620,
2,2,2,68,423,
1,0,1,71,113,
1,4,2,58,313,
2,6,1,45,620,
1,3,1,54,213,
2,3,2,42,620,
1,5,2,79,113,
2,9,1,46,421,
2,7,1,43,620,
2,9,2,39,720,
1,6,1,37,520,
1,7,2,76,520,
2,7,2,75,229,
2,5,2,38,620,
1,3,2,46,720,
2,8,1,40,313,
2,6,1,47,213,
2,7,2,29,720,
2,6,1,88,0,
2,4,1,62,720,
2,10,1,40,720,
1,7,1,81,620,
2,4,2,65,422,
8,8,2,35,313,
2,7,1,60,213,
2,4,1,61,213,
1,3,1,60,113,
1,8,2,33,313,
1,3,1,68,720,
2,3,2,39,720,
2,3,1,77,222,
1,8,2,79,313,
2,0,2,999,520,
2,5,1,75,113,
2,7,2,27,620,
2,6,2,57,313,
2,5,2,63,113,
2,7,2,43,620,
2,5,1,39,720,
2,4,1,82,113,
2,6,2,67,313,
1,4,2,57,113,
8,88,1,32,720,
2,6,1,65,213,
1,8,2,51,620,
1,3,2,66,113,
1,7,2,76,313,
1,7,1,63,423,
2,5,1,38,213,
1,5,2,63,520,
1,8,2,56,313,
1,4,2,72,113,
7,5,2,37,620,
2,5,2,69,313,
1,8,1,74,113,
1,7,2,76,313,
2,4,2,72,313,
2,7,2,50,720,
1,3,2,20,313,
2,8,1,73,0,
2,5,2,37,422,
2,3,1,48,213,
2,5,2,83,422,
2,7,1,39,720,
2,3,1,45,313,
2,4,1,87,620,
2,10,1,72,113,
2,9,2,33,620,
2,6,1,50,620,
1,3,1,56,213,
1,5,1,78,720,
2,6,2,26,620,
2,8,1,26,720,
2,3,2,71,620,
2,3,2,74,113,
1,6,2,81,313,
1,0,2,79,5555,
2,3,1,37,620,
2,2,2,70,720,
1,3,2,45,620,
2,5,2,40,213,
1,8,1,77,313,
1,3,2,33,520,
2,2,1,75,720,
2,4,2,60,620,
2,2,2,73,313,
2,1,1,55,213,
2,4,2,53,423,
2,7,1,33,520,
2,6,1,42,520,
2,5,1,44,800,
1,10,1,52,213,
2,88,2,16,213,
2,4,1,42,313,
2,6,2,37,422,
2,8,2,48,520,
1,7,2,49,720,
2,7,2,27,422,
2,7,1,51,520,
2,88,2,69,222,
2,6,2,39,422,
1,7,1,66,213,
2,5,1,68,229,
2,8,2,53,520,
2,5,2,72,213,
2,4,2,30,321,
2,5,2,55,113,
1,7,1,25,620,
2,6,1,66,113,
2,3,2,22,313,
2,4,2,55,620,
2,8,1,62,620,
2,3,1,52,620,
2,7,1,42,520,
1,4,2,38,423,
2,2,1,63,113,
2,9,1,67,113,
2,5,2,31,422,
2,0,2,70,113,
2,6,2,39,620,
2,3,1,51,321,
2,8,2,51,213,
2,7,1,58,213,
1,9,2,62,520,
2,7,1,54,213,
1,8,1,75,113,
1,5,2,60,313,
1,8,2,38,720,
1,4,1,66,213,
2,5,2,58,313,
2,3,1,38,421,
2,1,2,65,113,
2,4,2,46,520,
1,6,2,67,520,
1,7,2,68,423,
1,8,1,24,620,
2,6,2,21,321,
1,6,1,42,0,
2,9,2,39,313,
1,5,2,63,313,
2,3,1,59,313,
1,8,2,33,720,
2,8,1,34,620,
2,3,1,39,520,
2,4,2,35,213,
2,5,2,51,213,
1,6,2,49,520,
2,5,2,45,720,
2,4,1,63,213,
2,4,2,41,520,
1,8,1,39,520,
2,88,1,73,113,
2,3,1,25,520,
1,4,2,51,213,
2,4,2,72,313,
1,4,2,78,520,
2,8,1,47,313,
1,6,1,36,720,
2,4,2,40,520,
2,7,2,999,620,
1,8,1,68,620,
2,4,1,43,620,
2,2,2,999,0,
2,5,1,33,800,
2,4,2,40,520,
2,5,2,21,321,
1,7,2,36,222,
2,8,1,37,720,
2,8,2,33,313,
2,6,1,43,520,
2,6,2,40,620,
2,5,1,73,520,
1,7,2,79,113,
2,5,2,65,620,
1,8,1,19,313,
2,7,1,36,620,
1,6,1,88,720,
1,4,2,45,620,
2,8,2,36,313,
2,9,1,26,800,
1,4,1,48,213,
2,8,1,71,720,
2,6,1,70,423,
1,7,1,90,213,
2,6,2,32,422,
2,4,1,71,313,
1,7,1,51,520,
2,4,2,81,0,
2,8,2,41,720,
2,5,2,35,313,
2,9,2,47,620,
2,6,2,67,321,
2,5,2,48,620,
2,7,1,44,520,
2,3,1,46,113,
2,6,1,37,720,
2,2,2,39,213,
2,6,2,40,620,
1,8,1,68,213,
2,7,1,30,313,
2,9,2,37,620,
1,6,1,43,421,
2,6,1,73,520,
2,6,2,52,313,
1,5,2,42,321,
7,6,2,30,520,
1,5,1,51,620,
1,6,2,65,229,
2,8,1,36,321,
1,6,1,55,313,
1,8,1,56,213,
2,3,1,20,520,
2,1,2,23,313,
1,6,2,42,520,
1,3,2,76,113,
2,6,1,43,113,
2,8,2,31,5555,
1,8,2,69,213,
2,6,1,80,0,
2,3,2,21,620,
2,7,2,50,422,
2,9,1,26,313,
2,7,2,48,321,
2,5,1,75,5555,
1,6,1,41,720,
1,3,2,45,520,
1,5,2,68,113,
1,4,2,73,113,
2,7,1,57,520,
1,6,1,999,720,
2,7,2,57,321,
1,4,1,999,313,
2,5,1,30,313,
2,6,2,66,321,
1,7,2,66,321,
2,6,1,16,213,
1,8,1,33,313,
1,8,1,71,113,
2,7,2,53,313,
1,8,2,90,720,
2,7,1,80,213,
2,8,2,42,620,
2,3,2,58,213,
2,1,2,68,313,
1,4,2,999,113,
1,8,1,67,720,
2,4,2,44,620,
1,3,1,72,222,
2,3,1,50,620,
1,8,1,72,800,
2,6,1,19,213,
2,5,1,88,113,
2,5,2,69,113,
1,6,2,67,213,
2,7,2,53,620,
2,5,1,61,520,
2,4,2,46,620,
2,4,2,39,720,
1,2,2,75,321,
1,9,1,43,720,
2,0,2,46,720,
2,9,2,36,620,
2,7,2,38,720,
2,3,2,67,620,
1,9,2,78,213,
2,4,1,71,520,
1,7,2,38,720,
2,5,2,64,520,
1,7,2,64,620,
1,6,1,84,0,
2,8,1,58,213,
2,7,1,89,313,
2,5,1,18,213,
2,3,2,78,0,
2,3,2,69,620,
2,6,1,56,421,
2,6,1,30,520,
2,9,2,48,620,
2,8,2,37,520,
1,4,2,64,520,
1,2,1,72,520,
2,5,1,57,213,
2,6,2,16,213,
1,1,2,26,113,
1,7,1,51,313,
2,7,2,60,422,
2,8,1,50,313,
2,2,2,71,213,
2,5,2,32,313,
2,4,2,40,720,
2,6,2,36,720,
1,8,2,68,229,
1,7,1,24,321,
1,6,1,47,520,
1,5,1,68,0,
2,5,2,999,423,
2,4,1,47,720,
2,6,2,52,520,
1,7,1,79,313,
2,4,2,55,620,
2,8,2,54,321,
2,5,2,37,229,
2,6,1,29,720,
2,5,2,38,620,
2,4,2,43,620,
2,8,1,48,620,
2,3,2,57,0,
2,7,1,39,313,
1,8,2,67,422,
2,7,2,51,213,
2,5,2,53,520,
2,7,1,41,520,
1,5,1,58,229,
1,6,2,62,313,
2,3,2,62,620,
1,4,2,38,313,
8,88,1,17,213,
7,5,1,28,620,
1,4,2,29,620,
1,5,1,45,213,
2,5,1,50,323,
2,4,2,44,213,
1,3,2,26,323,
2,4,2,71,313,
2,3,2,84,113,
1,0,1,58,213,
2,5,2,57,213,
2,5,1,59,620,
2,88,2,27,313,
1,3,1,36,313,
2,4,2,52,421,
2,4,1,36,213,
1,5,2,56,213,
7,4,1,48,321,
1,4,2,50,313,
2,7,2,57,313,
2,7,1,67,313,
1,3,1,52,720,
1,0,2,48,213,
1,2,1,72,321,
2,4,2,57,720,
1,2,1,76,321,
1,4,1,73,113,
2,5,2,999,620,
7,3,2,72,213,
2,7,1,57,113,
1,6,1,49,321,
2,5,2,46,213,
1,5,1,42,213,
1,6,2,65,213,
1,2,2,54,720,
1,4,1,78,323,
2,3,1,42,520,
2,6,2,53,323,
2,4,2,76,213,
2,4,2,38,313,
2,4,2,73,229,
1,7,2,67,720,
2,5,2,70,421,
1,3,1,62,313,
2,2,1,29,323,
2,3,2,80,113,
2,0,2,76,213,
1,6,2,80,113,
2,1,2,82,323,
1,3,2,52,321,
2,4,1,32,313,
1,5,2,28,620,
1,6,1,56,313,
1,4,1,31,213,
1,4,2,49,313,
2,3,1,63,213,
1,5,2,83,113,
1,0,1,67,213,
1,3,1,38,620,
2,0,1,53,213,
1,5,1,28,213,
1,5,2,83,113,
1,3,2,37,213,
8,2,2,83,113,
2,88,2,57,113,
1,7,1,45,321,
2,88,2,73,321,
1,6,2,50,720,
2,4,2,67,520,
2,4,1,71,213,
1,5,1,47,313,
2,4,1,55,720,
2,4,2,82,113,
2,5,1,17,213,
2,3,2,70,323,
2,6,2,90,213,
1,6,2,36,720,
1,7,2,39,313,
1,5,1,73,720,
2,0,1,88,0,
1,7,1,51,313,
1,8,2,61,321,
8,5,2,24,520,
8,4,2,44,313,
7,77,1,28,720,
2,2,1,52,323,
1,7,1,18,213,
1,7,1,45,620,
2,0,2,47,213,
2,88,2,17,213,
1,2,2,63,321,
1,2,2,67,720,
2,6,2,16,213,
2,5,1,44,213,
2,4,2,56,720,
2,1,1,16,213,
2,3,1,999,213,
2,2,2,59,313,
2,2,2,39,313,
1,6,1,48,720,
1,0,1,39,520,
2,0,1,39,213,
2,4,1,22,321,
2,4,2,30,323,
2,5,1,78,222,
2,5,2,24,313,
1,5,1,75,520,
2,5,2,20,321,
1,88,1,86,213,
2,6,1,35,720,
2,5,2,18,213,
2,7,2,85,213,
1,1,1,50,720,
1,6,1,52,213,
2,5,2,51,313,
1,5,2,45,313,
1,7,1,80,113,
1,6,1,38,520,
2,5,2,72,113,
2,5,2,54,213,
2,5,2,55,213,
2,4,2,89,113,
1,3,1,77,321,
1,4,2,78,213,
8,6,1,68,313,
1,0,1,45,620,
1,5,2,64,213,
2,7,2,57,323,
1,5,2,28,720,
1,7,2,84,222,
1,4,2,33,213,
1,5,2,32,720,
1,0,1,21,520,
1,4,1,33,620,
2,4,1,81,113,
1,1,2,57,313,
2,6,2,37,213,
2,5,1,76,222,
2,3,1,49,323,
2,3,2,48,323,
2,2,1,64,213,
2,4,2,32,213,
2,6,2,76,323,
2,4,2,19,213,
2,5,2,22,213,
1,2,1,58,213,
1,0,2,61,213,
1,5,2,85,0,
1,1,1,77,313,
1,5,1,65,213,
1,5,2,51,313,
2,2,1,40,313,
2,4,1,26,313,
1,6,1,30,620,
2,7,2,67,213,
2,6,1,999,321,
1,0,2,41,620,
2,0,2,35,323,
2,5,2,43,323,
2,7,2,55,313,
2,3,2,71,213,
1,7,2,51,720,
2,6,2,71,222,
2,3,1,78,113,
1,4,2,24,620,
2,3,1,56,313,
2,2,2,58,313,
2,8,2,76,229,
8,4,1,64,113,
2,2,1,65,213,
2,3,2,58,229,
1,3,2,27,229,
1,5,1,74,321,
2,1,1,41,213,
2,1,2,19,213,
1,5,2,52,323,
1,4,1,19,213,
2,6,1,46,313,
7,2,2,74,213,
7,2,2,47,313,
1,5,2,46,213,
1,6,2,23,313,
1,4,2,23,313,
1,0,1,44,313,
2,3,2,46,321,
2,7,2,31,620,
7,3,2,80,113,
2,4,2,80,113,
1,7,2,36,321,
2,2,1,53,323,
2,1,1,82,0,
1,3,2,80,113,
1,3,2,61,323,
2,4,2,20,323,
1,4,1,65,213,
7,5,2,43,7777,
2,0,1,29,222,
1,4,2,45,213,
2,5,1,75,213,
2,5,1,53,213,
1,3,1,72,213,
1,9,1,39,313,
2,88,2,44,213,
2,4,2,82,113,
2,6,1,55,113,
8,88,2,67,113,
1,6,2,45,213,
8,6,2,32,620,
1,6,1,27,720,
2,0,1,72,213,
2,2,2,65,323,
1,0,2,68,213,
2,9,1,58,229,
2,6,1,63,213,
2,4,2,25,620,
1,2,2,60,321,
7,5,2,58,313,
2,0,1,35,520,
2,4,2,28,213,
1,0,1,72,113,
1,3,1,40,720,
1,3,1,19,213,
1,6,1,58,720,
2,2,1,62,520,
1,3,1,61,313,
1,6,2,48,213,
1,5,2,74,323,
7,8,2,52,213,
2,4,2,57,113,
2,6,2,46,620,
2,8,1,22,520,
1,8,1,71,113,
2,88,1,17,213,
2,2,1,40,720,
2,4,2,42,620,
1,5,1,55,313,
2,5,2,85,113,
2,3,2,72,113,
2,1,1,51,213,
1,7,1,52,313,
8,2,2,33,520,
8,7,2,44,313,
1,4,2,46,213,
1,2,2,41,313,
2,1,1,24,323,
1,5,1,58,321,
1,7,1,68,7777,
1,4,2,55,321,
1,1,2,63,213,
1,7,1,31,620,
1,3,1,16,213,
1,0,1,84,313,
2,3,1,39,321,
1,3,1,44,323,
1,4,1,58,321,
2,6,2,50,313,
2,5,1,17,213,
1,5,2,79,213,
1,4,1,56,323,
1,6,1,55,323,
1,1,2,34,213,
1,0,2,54,720,
1,3,2,30,620,
1,5,2,53,720,
7,3,1,999,213,
7,4,1,66,213,
1,4,1,90,113,
2,5,1,55,313,
1,2,2,56,213,
1,7,1,27,720,
2,77,2,36,323,
1,8,2,40,323,
2,8,1,86,113,
2,4,2,16,213,
1,5,2,90,323,
2,88,2,19,213,
1,6,2,36,313,
1,7,2,66,213,
1,5,2,43,720,
7,3,2,27,313,
2,3,2,70,213,
2,3,2,78,323,
8,0,1,58,313,
1,0,1,20,313,
2,6,2,58,213,
2,2,2,82,0,
1,4,2,72,113,
2,5,2,37,620,
1,7,2,42,213,
2,5,2,73,113,
2,7,2,89,313,
2,3,1,51,213,
1,4,1,45,520,
2,4,1,67,213,
1,8,2,22,321,
2,4,2,54,321,
7,5,2,46,323,
8,6,2,59,323,
2,6,1,31,213,
1,2,1,76,113,
2,6,2,84,213,
2,0,1,84,0,
2,3,2,81,213,
2,4,1,23,313,
2,6,1,26,313,
2,5,2,18,213,
1,5,2,56,213,
1,9,1,79,0,
1,1,2,55,720,
1,7,2,86,0,
2,5,2,44,323,
2,3,2,51,213,
7,8,1,49,313,
1,6,2,52,321,
1,0,1,82,113,
1,8,2,32,323,
1,6,1,73,213,
1,6,1,41,313,
2,6,1,19,213,
2,6,1,46,8888,
2,5,2,24,313,
2,4,1,55,213,
2,4,2,47,313,
2,1,2,72,213,
8,4,1,51,313,
2,88,1,67,113,
2,3,2,40,321,
2,3,2,45,800,
2,3,1,86,0,
2,2,1,26,321,
2,2,2,36,323,
1,7,1,52,213,
2,3,1,58,520,
1,6,2,78,113,
2,6,2,54,720,
2,5,1,79,213,
1,6,2,65,213,
1,6,1,61,213,
2,88,2,87,113,
1,5,2,17,213,
1,8,1,42,313,
2,0,2,50,213,
1,7,2,54,321,
2,3,2,52,213,
1,6,2,43,720,
2,0,2,55,313,
1,4,2,28,620,
2,6,2,78,113,
2,3,1,21,313,
1,3,2,65,213,
2,7,2,999,421,
1,4,2,74,213,
7,6,1,71,520,
1,7,1,58,313,
2,5,2,49,313,
1,3,1,64,213,
2,3,1,46,213,
1,5,2,23,313,
1,6,1,29,213,
2,4,1,68,321,
1,6,1,62,321,
7,2,1,76,113,
2,6,2,43,213,
2,3,1,28,213,
2,2,2,55,213,
8,4,1,70,213,
1,3,2,51,321,
1,4,2,44,313,
2,7,2,57,313,
2,3,2,82,0,
2,4,1,54,323,
2,5,1,86,113,
2,4,1,37,620,
8,4,1,65,213,
1,7,1,58,213,
2,5,2,86,113,
2,7,2,16,213,
1,6,1,38,313,
1,4,2,36,620,
1,5,2,55,213,
2,7,1,52,620,
1,5,1,78,113,
1,5,2,44,213,
2,10,1,20,321,
1,4,2,72,113,
2,3,2,69,222,
1,5,2,43,620,
2,5,1,58,113,
1,5,2,48,421,
2,2,2,51,313,
1,6,1,44,213,
1,2,1,52,213,
1,6,1,69,313,
2,3,2,90,113,
2,5,1,46,321,
2,4,2,25,313,
2,2,2,66,113,
1,4,1,77,213,
2,3,2,76,113,
2,7,2,61,323,
2,8,2,76,321,
1,0,2,61,113,
2,7,2,33,313,
1,5,2,46,113,
2,88,1,62,213,
1,7,1,44,213,
2,3,1,22,313,
2,2,2,55,313,
2,6,2,80,113,
1,9,1,41,213,
1,6,2,66,213,
2,4,1,43,323,
2,3,2,28,213,
1,3,1,71,213,
2,4,2,33,113,
1,4,2,68,520,
2,0,1,29,520,
2,3,1,23,229,
7,6,1,74,113,
1,3,1,65,520,
2,5,1,82,113,
2,4,2,77,213,
1,3,2,72,213,
2,6,1,71,321,
7,4,2,65,720,
2,7,2,71,213,
1,4,2,62,313,
2,6,2,55,313,
2,4,2,28,520,
1,2,2,45,313,
2,0,2,40,313,
1,5,2,64,313,
1,0,1,67,213,
2,7,2,55,213,
7,2,2,71,113,
2,1,1,68,421,
2,6,1,16,213,
1,5,1,50,313,
2,2,2,80,113,
1,8,2,50,213,
2,6,1,43,113,
1,3,1,48,323,
2,6,1,28,620,
1,4,1,63,313,
2,88,1,46,213,
1,3,1,48,323,
1,8,2,71,222,
1,0,1,53,213,
2,7,2,48,313,
2,0,2,70,213,
1,6,1,72,313,
1,3,2,38,323,
1,3,1,57,313,
2,5,1,77,720,
2,5,1,50,213,
2,0,1,999,313,
2,1,2,39,213,
2,3,1,66,213,
2,2,1,999,313,
2,5,2,63,313,
1,4,2,54,321,
1,2,1,28,313,
1,5,1,65,213,
1,5,2,57,313,
2,6,2,21,313,
2,0,2,79,113,
1,0,1,39,313,
2,6,1,53,213,
1,4,1,74,213,
2,5,2,50,313,
1,6,1,18,213,
2,4,2,55,313,
1,4,2,54,213,
1,5,1,54,323,
2,0,2,71,113,
1,0,1,30,313,
2,4,2,27,520,
2,7,1,48,720,
1,0,2,51,113,
2,4,2,39,313,
2,4,2,62,213,
1,6,1,19,213,
2,6,1,64,313,
2,6,2,67,213,
1,4,1,25,313,
2,6,2,58,313,
1,3,1,32,313,
2,3,1,84,113,
1,5,2,72,323,
1,3,2,52,720,
2,6,2,67,323,
2,5,2,24,620,
1,5,1,67,213,
1,4,2,80,113,
2,7,1,40,213,
2,2,2,44,213,
2,88,1,40,113,
2,5,2,86,113,
2,0,2,62,213,
2,88,2,35,213,
2,88,2,52,213,
8,5,2,90,113,
2,3,2,33,213,
1,4,1,61,313,
1,0,2,63,213,
2,5,1,43,323,
1,4,2,61,213,
2,2,1,64,313,
1,4,2,24,321,
1,5,1,85,321,
2,6,1,59,321,
1,1,1,43,313,
7,3,2,80,520,
1,4,2,71,321,
2,3,2,22,620,
1,0,1,59,421,
2,3,2,47,113,
1,2,2,67,313,
1,0,1,32,213,
1,3,1,59,213,
2,5,2,49,720,
8,2,2,89,0,
2,3,1,77,323,
2,6,2,32,313,
1,3,1,26,213,
2,5,1,77,213,
1,6,2,54,213,
2,3,2,70,313,
2,7,1,46,313,
1,8,2,42,213,
7,5,1,82,113,
2,4,2,81,0,
1,8,1,48,213,
2,6,2,47,213,
2,0,2,50,213,
1,4,1,76,213,
2,2,1,58,213,
1,5,1,54,313,
1,4,1,57,213,
8,88,2,17,321,
8,5,2,72,321,
1,6,1,68,720,
2,3,2,16,222,
2,5,2,34,313,
1,6,1,50,313,
2,88,2,18,213,
1,8,1,29,421,
1,5,1,79,213,
2,5,2,79,0,
1,2,2,49,520,
2,7,2,44,313,
2,4,1,29,213,
1,3,2,59,313,
1,7,2,55,313,
1,3,2,66,213,
1,6,2,21,313,
7,6,1,56,213,
2,3,1,77,113,
2,3,1,60,229,
2,4,1,53,323,
2,5,1,50,229,
1,6,1,23,313,
8,4,2,68,113,
1,2,2,53,313,
1,6,2,46,313,
7,2,1,66,222,
2,2,2,45,313,
7,3,2,57,213,
1,0,1,48,213,
2,6,2,30,620,
1,6,2,34,620,
2,2,1,20,229,
2,3,2,27,313,
2,6,1,49,113,
1,2,1,53,213,
2,3,2,48,313,
1,3,2,72,113,
1,3,1,69,321,
2,5,2,60,720,
2,7,2,29,313,
1,4,2,28,323,
2,5,1,57,213,
1,6,2,39,323,
1,6,2,80,113,
1,7,1,18,213,
2,6,1,23,229,
1,5,1,21,520,
1,3,2,74,321,
1,6,1,70,720,
8,5,2,26,213,
1,3,2,66,213,
2,8,1,87,113,
2,4,2,78,113,
2,9,1,43,323,
2,4,1,19,213,
2,6,2,35,313,
2,2,1,86,720,
2,4,2,56,213,
2,4,1,32,313,
1,5,2,28,321,
1,2,2,73,0,
2,6,1,53,213,
7,5,2,31,213,
2,6,2,78,0,
2,4,2,47,213,
2,5,1,77,720,
2,2,2,38,800,
1,7,2,19,313,
2,5,2,56,213,
2,4,2,71,113,
2,2,1,64,213,
7,2,1,17,213,
1,5,1,38,313,
2,0,2,76,321,
2,3,1,31,720,
2,6,1,55,213,
2,10,1,41,313,
2,5,2,58,213,
1,8,2,57,321,
2,2,1,54,323,
1,0,2,43,313,
2,4,2,71,213,
1,4,2,19,323,
1,6,2,33,313,
2,6,2,40,321,
2,2,1,76,113,
1,1,1,22,321,
2,5,2,23,313,
2,0,2,88,113,
1,3,1,62,213,
1,5,2,29,323,
2,5,2,29,5555,
2,5,2,39,213,
2,4,1,24,321,
2,1,1,70,0,
1,5,2,33,323,
2,88,2,17,213,
2,4,2,18,213,
1,7,1,46,720,
2,4,2,27,323,
7,3,2,50,213,
1,3,1,69,213,
1,0,2,37,313,
2,0,1,61,323,
2,1,1,45,213,
2,2,2,85,222,
2,6,2,21,313,
1,7,2,63,213,
1,4,2,24,313,
2,3,2,22,313,
1,5,1,20,313,
2,6,2,33,213,
1,6,1,54,213,
2,2,2,52,720,
7,0,1,42,213,
2,4,2,65,113,
2,1,1,45,213,
1,3,2,62,113,
8,6,2,30,313,
1,6,1,80,421,
2,2,2,74,213,
1,6,1,49,323,
1,7,1,62,620,
1,3,2,22,213,
2,3,2,30,313,
2,0,2,26,720,
2,5,2,17,213,
2,2,1,61,213,
1,5,1,43,520,
1,3,1,60,213,
7,3,1,21,213,
2,4,2,61,323,
1,0,1,66,213,
1,5,1,63,213,
7,7,1,27,313,
1,3,1,73,113,
1,5,2,32,313,
2,1,2,33,313,
2,88,1,18,213,
1,4,1,66,213,
1,2,1,73,213,
2,7,2,69,213,
1,4,1,55,313,
2,0,1,51,313,
2,3,1,53,313,
2,4,1,59,5555,
1,5,1,27,213,
2,6,1,16,213,
2,5,1,78,720,
2,3,2,42,213,
2,88,1,34,323,
1,0,2,79,0,
1,6,2,41,213,
7,0,1,54,113,
2,5,2,70,321,
1,7,2,40,213,
2,5,2,28,213,
1,6,1,66,313,
2,2,1,69,213,
2,4,1,73,213,
2,0,1,55,213,
2,7,1,81,113,
1,6,2,38,213,
1,2,1,88,113,
1,0,1,75,213,
2,4,1,40,313,
1,88,2,64,213,
2,5,1,999,7777,
2,3,1,37,720,
2,77,2,80,0,
1,4,2,41,313,
1,2,2,53,213,
1,5,2,60,321,
1,6,2,78,222,
1,0,2,66,313,
8,4,2,73,213,
2,4,2,25,213,
2,3,2,37,213,
8,1,2,52,213,
1,6,1,27,313,
2,2,1,81,113,
1,8,1,48,321,
1,4,2,74,113,
1,0,2,44,323,
1,0,1,41,313,
2,2,2,59,720,
1,4,2,39,313,
1,4,2,66,113,
1,0,1,48,213,
2,3,2,69,720,
1,6,1,58,313,
2,5,2,64,213,
2,6,1,73,222,
2,4,2,76,213,
2,8,2,52,620,
2,3,2,69,313,
2,88,2,75,113,
2,4,2,77,313,
2,88,1,16,321,
2,6,1,18,213,
1,1,1,39,321,
1,10,1,62,113,
1,6,2,58,313,
2,5,2,58,323,
1,6,1,40,323,
1,5,1,29,720,
2,1,1,86,113,
2,2,1,83,113,
2,7,2,56,113,
2,7,2,16,213,
1,5,1,69,229,
1,2,1,68,313,
2,3,1,34,800,
1,3,1,27,213,
1,1,2,72,113,
2,0,2,46,313,
1,0,1,67,113,
2,2,2,25,323,
2,5,1,16,213,
1,2,2,26,323,
2,5,1,22,7777,
1,0,2,67,720,
1,4,1,29,313,
2,3,1,32,229,
1,7,1,19,321,
2,3,1,63,321,
2,5,2,16,213,
8,6,2,41,321,
1,2,1,48,520,
2,6,2,75,213,
1,7,2,58,313,
1,4,1,18,213,
1,5,1,60,313,
2,8,2,52,321,
2,2,2,34,213,
2,2,1,58,313,
8,3,2,25,213,
8,88,2,26,321,
8,5,1,38,313,
1,5,2,80,0,
1,5,2,25,620,
2,0,2,25,313,
2,3,1,58,213,
2,3,2,25,313,
1,2,1,74,213,
2,6,1,43,323,
2,3,1,70,113,
1,4,1,39,520,
2,0,2,19,213,
2,0,2,64,213,
2,3,2,44,313,
1,5,2,65,321,
2,2,2,27,213,
2,5,2,50,323,
2,3,2,59,0,
1,5,1,60,313,
1,5,1,73,213,
2,6,2,24,620,
2,6,2,82,113,
2,3,1,56,213,
2,5,1,70,113,
2,2,2,55,620,
1,5,1,40,520,
2,5,2,19,213,
2,5,2,63,213,
2,2,1,21,313,
1,4,1,37,213,
1,6,1,19,421,
2,5,2,42,323,
1,7,2,38,720,
2,3,2,84,113,
2,6,2,19,213,
2,5,2,73,0,
2,3,2,67,213,
2,3,2,58,323,
